ord;audk;ordfl;beyg;mark
Jónatan;393012;kk;Jónatan;NFET,ÞFET,ÞGFET
Jósef;354385;kk;Jósefs;EFET
Jósef;354385;kk;Jósef;NFET,ÞFET,ÞGFET
Júlían;354396;kk;Júlíans;EFET
Júlían;354396;kk;Júlían;NFET,ÞFET,ÞGFET
Júní;354401;kk;Júní;NFET,ÞFET,ÞGFET
Júní;354401;kk;Júnís;EFET
Júpíter;465163;kk;Júpíter;NFET,ÞFET,ÞGFET
Júpíter;465163;kk;Júpíters;EFET
Jörgen;354407;kk;Jörgens;EFET
Jörgen;354407;kk;Jörgen;NFET,ÞFET,ÞGFET
kandís;5403;kk;kandíss;EFET
kandís;5403;kk;kandís;NFET,ÞFET,ÞGFET
kanel;5404;kk;kanels;EFET
kanel;5404;kk;kanel;NFET,ÞFET,ÞGFET
Karel;354425;kk;Karels;EFET
Karel;354425;kk;Karel;NFET,ÞFET,ÞGFET
Kasper;354431;kk;Kaspers;EFET
Kasper;354431;kk;Kasper;NFET,ÞFET,ÞGFET
kavíar;5405;kk;kavíars;EFET
kavíar;5405;kk;kavíar;NFET,ÞFET,ÞGFET
Kiljan;354444;kk;Kiljan;NFET,ÞFET,ÞGFET
Kiljan;354444;kk;Kiljans;EFET
klór;479995;kk;klórs;EFET
klór;479995;kk;klór;NFET,ÞFET,ÞGFET
kóríander;479283;kk;kóríander;NFET,ÞFET,ÞGFET
kóríander;479283;kk;kóríanders;EFET
kopar;5408;kk;kopars;EFET
kopar;5408;kk;kopar;NFET,ÞFET,ÞGFET
Kristófer;354488;kk;Kristófer;NFET,ÞFET,ÞGFET
Kristófer;354488;kk;Kristófers;EFET
kurr;5228;kk;kurr;NFET,ÞFET,ÞGFET
kurr;5228;kk;kurrs;EFET
lakkrís;5409;kk;lakkrís;NFET,ÞFET,ÞGFET
lakkrís;5409;kk;lakkríss;EFET
lavender;491787;kk;lavenders;EFET
lavender;491787;kk;lavender;NFET,ÞFET,ÞGFET
leir;5382;kk;leir;NFET,ÞFET,ÞGFET
leir;5382;kk;leirs;EFET
Leó;354509;kk;Leós;EFET
Leó;354509;kk;Leó;NFET,ÞFET,ÞGFET
Leví;354512;kk;Leví;NFET,ÞFET,ÞGFET
Leví;354512;kk;Levís;EFET
Lúther;354537;kk;Lúther;NFET,ÞFET,ÞGFET
Lúther;354537;kk;Lúthers;EFET
lúxus;5526;kk;lúxuss;EFET
lúxus;5526;kk;lúxus;NFET,ÞFET,ÞGFET
maís;5413;kk;maís;NFET,ÞFET,ÞGFET
maís;5413;kk;maíss;EFET
Makbeð;541772;kk;Makbeðs;EFET
Makbeð;541772;kk;Makbeð;NFET,ÞFET,ÞGFET
Marínó;354559;kk;Marínós;EFET
Marínó;354559;kk;Marínó;NFET,ÞFET,ÞGFET
Marvin;354575;kk;Marvins;EFET
Marvin;354575;kk;Marvin;NFET,ÞFET,ÞGFET
Merkúr;465165;kk;Merkúr;NFET,ÞFET,ÞGFET
Merkúr;465165;kk;Merkúrs;EFET
Mikael;354598;kk;Mikaels;EFET
Mikael;354598;kk;Mikael;NFET,ÞFET,ÞGFET
Múhameð;486829;kk;Múhameðs;EFET
Múhameð;486829;kk;Múhameð;NFET,ÞFET,ÞGFET
mör;406174;kk;mörs;EFET
mör;406174;kk;mör;NFET,ÞFET,ÞGFET
Óliver;354684;kk;Ólivers;EFET
Óliver;354684;kk;Óliver;NFET,ÞFET,ÞGFET
Ottó;354674;kk;Ottós;EFET
Ottó;354674;kk;Ottó;NFET,ÞFET,ÞGFET
Per;354705;kk;Per;NFET,ÞFET,ÞGFET
Per;354705;kk;Pers;EFET
pilsner;5416;kk;pilsner;NFET,ÞFET,ÞGFET
pilsner;5416;kk;pilsners;EFET
pipar;5417;kk;pipars;EFET
pipar;5417;kk;pipar;NFET,ÞFET,ÞGFET
Plútó;494921;kk;Plútó;NFET,ÞFET,ÞGFET
Plútó;494921;kk;Plútós;EFET
Plútó;354713;kk;Plútós;EFET
Plútó;354713;kk;Plútó;NFET,ÞFET,ÞGFET
póker;480225;kk;póker;NFET,ÞFET,ÞGFET
póker;480225;kk;pókers;EFET
Rafael;354717;kk;Rafael;NFET,ÞFET,ÞGFET
Rafael;354717;kk;Rafaels;EFET
reyr;5383;kk;reyrs;EFET
reyr;5383;kk;reyr;NFET,ÞFET,ÞGFET
rís;5530;kk;rís;NFET,ÞFET,ÞGFET
rís;5530;kk;ríss;EFET
Rómeó;488439;kk;Rómeós;EFET
Rómeó;488439;kk;Rómeó;NFET,ÞFET,ÞGFET
Rósant;354746;kk;Rósant;NFET,ÞFET,ÞGFET
Rósant;354746;kk;Rósants;EFET
Rúrik;354754;kk;Rúrik;NFET,ÞFET,ÞGFET
Rúrik;354754;kk;Rúriks;EFET
sabbat;5271;kk;sabbat;NFET,ÞFET,ÞGFET
